Address,Subdivision Name,City,Cumulative Days On Market,Days On Market,SqFt,Fireplaces Total,Heating,Year Built,Utilities,Longitude,Latitude,HOA Fee,HOA Fee Frequency,HOA Type,Cooling,County,Covered Spaces,Carport Spaces,Close Date,Close Price,Bath Full,Baths Half,Baths Total,# Dining Areas,# Living Areas,Beds Total,Bath Total,Acres,Current Price
413 Parade  Road ,Silver Crk Meadows Ph II,DeSoto,4,4,"3,241",1,"Central, ENERGY STAR Qualified Equipment",2018,"City Sewer, City Water",-96.882149,32.595326,$500,Annually,Mandatory,"Central Air, ENERGY STAR Qualified Equipment",Dallas,3,0.0,05/02/2022,"$500,000",3,1,3/1,2,2,5,4,0.243,"$500,000"
8217 Bulrush  Drive ,Crestwood Add 2,Plano,7,7,"1,824",1,Central,1997,"City Sewer, City Water",-96.748832,33.090283,,,None,Central Air,Collin,2,0.0,05/11/2022,"$500,000",2,1,2/1,1,1,3,3,0.16,"$500,000"
3003 Lily  Lane ,Travis Ranch Ph 3g,Heath,8,8,"2,908",1,Central,2016,"Concrete, Curbs, MUD Sewer, MUD Water, Sidewalk",-96.467422,32.809711,$360,Annually,Mandatory,"Ceiling Fan(s), Central Air",Kaufman,3,3.0,05/11/2022,"$500,000",3,0,3/0,2,1,5,3,0.298,"$500,000"
6700 Aimpoint  Drive ,Hunters Ridge Ph Three,Plano,5,5,"1,792",1,"Central, Electric",1987,"Alley, City Sewer, City Water, Concrete, Curbs, Electricity Available, Individual Water Meter",-96.728232,33.067684,,,None,"Ceiling Fan(s), Central Air",Collin,2,0.0,04/22/2022,"$500,000",2,0,2/0,1,2,3,2,0.2,"$500,000"
3008 Brookview  Drive ,Briarwood Estates 2,Plano,6,6,"2,163",1,Natural Gas,1968,"City Sewer, City Water",-96.673357,33.028959,,,None,Central Air,Collin,2,0.0,05/12/2022,"$500,000",2,1,2/1,1,1,4,3,0.24,"$500,000"
120 Saint James  Road ,LAKESIDE VILLAGE BLK,Irving,7,7,"2,111",1,Central,1996,"Cable Available, City Sewer, City Water, Concrete, Individual Gas Meter, Individual Water Meter",-96.945459,32.929919,"$1,043",Annually,Mandatory,Ceiling Fan(s),Dallas,2,0.0,05/10/2022,"$500,000",2,0,2/0,2,2,3,2,0.206,"$500,000"
2513 Stonemoss  Drive ,University Estates 2,Plano,2,2,"2,247",1,Central,1975,"Cable Available, City Sewer, City Water, Curbs, Electricity Available, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.742099,33.040698,,,None,Central Air,Collin,2,2.0,04/28/2022,"$500,000",2,1,2/1,2,3,3,3,0.21,"$500,000"
8521 Lake Country  Drive ,Woodlake Add,Fort Worth,5,5,"2,308",1,"Central, Electric",1978,"City Sewer, City Water, Concrete, Curbs",-97.444511,32.878298,,,Voluntary,"Central Air, Electric",Tarrant,2,0.0,04/18/2022,"$500,000",2,1,2/1,1,1,4,3,0.223,"$500,000"
3705 Manana  Drive ,Marsh Lane Rev,Dallas,4,4,"1,414",0,"Central, Natural Gas",1947,"All Weather Road, City Sewer, City Water",-96.855853,32.874177,,,None,"Central Air, Electric",Dallas,3,0.0,05/09/2022,"$500,000",2,0,2/0,1,1,3,2,0.212,"$500,000"
845 Lauren Grove  Lane ,Overland Grove,Forney,4,4,"3,165",1,"Central, Natural Gas",2020,"City Sewer, City Water",-96.475676,32.723765,$425,Semi-Annual,Mandatory,"Central Air, Electric",Kaufman,2,0.0,05/11/2022,"$500,000",3,1,3/1,1,2,4,4,0.143,"$500,000"
4817 Cortina  Drive ,Broadmoor Hills Ph 1,Irving,3,3,"2,298",1,"Central, Fireplace(s)",1984,"Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Gas Meter, Sidewalk",-96.997384,32.874153,,,None,"Ceiling Fan(s), Central Air",Dallas,2,0.0,05/24/2022,"$500,000",2,0,2/0,2,2,3,2,0.229,"$500,000"
2217 Bedford  Circle ,Bedford Parc Add,Bedford,9,9,"2,504",1,"Central, Fireplace(s)",1999,"All Weather Road, Alley, Asphalt, Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Available, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Phone Available, Private Road, Sidewalk, Underground Utilities",-97.1348,32.841834,$727,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air",Tarrant,2,0.0,04/29/2022,"$500,000",3,0,3/0,2,1,4,3,0.118,"$500,000"
7200 Crowell  Court ,Mayfield Farms,Arlington,5,5,"2,524",0,Central,2021,"City Sewer, City Water",-97.095687,32.628779,$675,Annually,Mandatory,Central Air,Tarrant,2,0.0,05/20/2022,"$500,000",3,0,3/0,1,1,4,3,0.203,"$500,000"
12429 Penson  Street ,Wellington,Fort Worth,6,6,"2,273",0,Central,2022,"Asphalt, City Sewer, City Water, Electricity Available",-97.400284,32.951751,$625,Annually,Mandatory,Central Air,Tarrant,2,0.0,04/29/2022,"$500,000",3,0,3/0,1,2,4,3,0.103,"$500,000"
10598 Bradley  Circle ,Talty Estates,Forney,7,7,"2,511",1,"Central, Fireplace(s)",1999,"Aerobic Septic, Co-op Water, Concrete, Electricity Connected, Individual Gas Meter",-96.422336,32.711609,,,None,"Ceiling Fan(s), Central Air, Electric",Kaufman,2,0.0,04/25/2022,"$500,000",2,0,2/0,1,2,3,2,1.0,"$500,000"
9038 Lydgate  Drive ,Lake Highlands Estates 9,Dallas,4,4,"1,476",0,Central,1955,"Cable Available, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter",-96.707995,32.871129,,,None,Central Air,Dallas,2,0.0,05/24/2022,"$500,000",2,0,2/0,1,1,3,2,0.199,"$500,000"
3213 Vermont  Avenue ,Boardwalk Add,McKinney,4,4,"2,589",1,"Central, Natural Gas",2000,"Asphalt, City Sewer, City Water",-96.700435,33.170263,$1,Other,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,05/19/2022,"$500,000",2,1,2/1,1,3,3,3,0.14,"$500,000"
1703 Country Walk  Lane ,Riverchase Ph 1,Wylie,3,3,"2,552",1,"Central, Natural Gas, Other",2001,"City Sewer, City Water, Individual Gas Meter, Underground Utilities",-96.573247,33.042403,$150,Quarterly,Mandatory,"Central Air, Electric",Collin,2,0.0,04/25/2022,"$500,000",3,0,3/0,2,2,4,3,0.23,"$500,000"
6900 Napa Valley  Drive ,Preston Vineyards Sec Two,Frisco,3,3,"2,222",1,Central,1993,"City Sewer, City Water",-96.788961,33.135475,,,None,Central Air,Collin,2,0.0,05/02/2022,"$500,000",2,0,2/0,2,1,3,2,0.18,"$500,000"
1126 McAlpin  Road ,The Rosebud Sec 1,Midlothian,11,11,"4,314",1,"Central, Electric, Fireplace(s)",2006,"City Sewer, Phone Available, Sidewalk",-97.007094,32.428361,$385,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Ellis,2,0.0,05/09/2022,"$500,000",4,0,4/0,1,2,6,4,0.222,"$500,000"
1904 Ports O Call  Drive ,Ports O Call Ph 1,Plano,7,7,"2,055",1,"Central, Natural Gas",1974,"City Sewer, City Water, Individual Gas Meter",-96.730086,33.036717,,,None,"Central Air, Electric",Collin,2,0.0,05/02/2022,"$500,000",2,0,2/0,1,1,4,2,0.21,"$500,000"
1109 Bayshore  Drive ,Northshore #1a,Rockwall,6,6,"2,032",1,"Central, Fireplace(s)",1984,"City Sewer, City Water",-96.473788,32.930743,,,None,"Ceiling Fan(s), Central Air",Rockwall,3,0.0,05/16/2022,"$500,000",2,1,2/1,2,2,3,3,0.229,"$500,000"
4822 Hall Way ,CADDO CROSSING,Caddo Mills,14,14,"2,195",1,"Central, Electric, Fireplace(s)",2022,"Co-op Electric, Co-op Water, Concrete, Curbs",-96.227755,33.065673,,,None,"Central Air, Electric",Hunt,2,0.0,05/20/2022,"$500,000",2,0,2/0,1,1,3,2,1.342,"$500,000"
610 Club  Drive ,Ansley Meadow,Allen,5,5,"2,024",0,"Central, Electric",2016,"City Sewer, City Water, Concrete, Curbs, Sidewalk",-96.669639,33.123466,$695,Annually,Mandatory,"Ceiling Fan(s), Central Air, Gas",Collin,2,0.0,05/10/2022,"$500,000",2,1,2/1,1,2,3,3,0.077,"$500,000"
716 Northill  Drive ,Richardson Heights 06,Richardson,7,7,"1,680",1,Central,1957,"All Weather Road, City Sewer, City Water",-96.746213,32.957167,,,None,"Ceiling Fan(s), Central Air",Dallas,2,0.0,05/20/2022,"$500,000",2,0,2/0,1,1,3,2,0.246,"$500,000"
14534 Tamerisk  Lane ,Brookhaven Hills West,Farmers Branch,5,5,"2,060",1,"Central, Natural Gas",1965,"City Sewer, City Water, Concrete, Curbs, Electricity Available, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.869123,32.945368,,,None,"Central Air, Electric",Dallas,2,0.0,05/13/2022,"$500,000",2,0,2/0,2,2,3,2,0.241,"$500,000"
101 Aberdeen  Way ,Green Meadows,Anna,5,5,"2,448",1,"Central, Electric, Heat Pump",2022,"City Sewer, City Water, Community Mailbox, Sidewalk",-96.555957,33.387604,$495,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Heat Pump",Collin,2,0.0,05/25/2022,"$500,000",3,0,3/0,1,1,4,3,0.339,"$500,000"
2600 Parkbridge  Court ,Parkside Ph II,Wylie,4,4,"2,104",1,"Central, Electric, Fireplace(s)",2016,"Alley, Cable Available, City Sewer, City Water, Concrete, Curbs, Sidewalk, Underground Utilities",-96.580912,33.016016,$240,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,05/12/2022,"$500,000",2,0,2/0,2,2,4,2,0.183,"$500,000"
2716 Eastland  Drive ,Lake Parks West,Grand Prairie,4,4,"3,048",1,"Central, Natural Gas",2006,"City Sewer, City Water, Individual Gas Meter",-97.049214,32.646211,$350,Annually,Mandatory,"Central Air, Electric",Tarrant,2,0.0,05/13/2022,"$500,000",2,1,2/1,2,3,4,3,0.158,"$500,000"
7504 Kingswood  Court ,Kingswood Estates Add,North Richland Hills,4,4,"2,172",1,"Central, Electric",1985,"City Sewer, City Water",-97.218435,32.882579,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,3,1.0,05/19/2022,"$500,000",2,1,2/1,2,2,3,3,0.266,"$500,000"
3819 Mason  Drive ,Villages Of Melissa Ph 4,Melissa,5,5,"2,163",1,"Central, Natural Gas",2019,"Curbs, Electricity Available, Electricity Connected, Individual Gas Meter, Individual Water Meter, Phone Available, Sewer Available, Sidewalk",-96.575983,33.301069,$230,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,05/17/2022,"$500,000",2,0,2/0,1,1,5,2,0.121,"$500,000"
6020 Fannin  Drive ,Hunters Creek Add,Arlington,4,4,"2,873",1,"Central, Electric, Fireplace(s), Natural Gas",2000,"City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-97.136177,32.646442,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/23/2022,"$500,000",3,0,3/0,1,2,4,3,0.172,"$500,000"
9612 Atherton  Drive ,Town Creek,Dallas,4,4,"2,745",1,"Central, Natural Gas",1973,"Alley, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.731662,32.902838,$50,Annually,Voluntary,"Ceiling Fan(s), Central Air",Dallas,5,3.0,05/19/2022,"$500,000",3,0,3/0,2,2,4,3,0.21,"$500,000"
5003 Greensboro  Drive ,Sachse South Estates,Sachse,29,29,"1,965",2,"Central, Natural Gas",1977,"City Sewer, City Water",-96.605724,32.971245,,,None,"Central Air, Electric",Dallas,2,0.0,04/29/2022,"$500,000",1,0,1/0,2,2,3,1,0.315,"$500,000"
1110 Villa Siete ,Ponderosa Add Instl 01,Mesquite,6,6,"3,127",1,"Central, Electric, Natural Gas",1980,"City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Gas Meter",-96.551931,32.753118,,,None,"Ceiling Fan(s), Central Air, Electric, Window Unit(s)",Dallas,2,0.0,04/25/2022,"$501,000",4,0,4/0,2,2,5,4,0.999,"$501,000"
5001 Crossvine  Lane ,Eldorado Heights Sec II Ph Xi,McKinney,4,4,"2,300",1,"Central, Electric",2003,"All Weather Road, Alley, Cable Available, City Sewer, City Water, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-96.684452,33.170921,$350,Annually,Mandatory,"Ceiling Fan(s), Electric",Collin,2,0.0,04/25/2022,"$501,000",2,1,2/1,2,3,4,3,0.17,"$501,000"
5044 Bomford  Drive ,Heritage Add,Fort Worth,0,0,"2,820",1,Central,2009,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-97.274441,32.903678,$220,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air",Tarrant,2,0.0,04/26/2022,"$501,000",2,1,2/1,1,2,4,3,0.126,"$501,000"
2115  N Willomet  Avenue ,SEALE-WILLOMET,Dallas,5,5,"1,554",0,"Central, Natural Gas",2019,"City Sewer, City Water, Sidewalk",-96.83949,32.771687,$475,Quarterly,Mandatory,"Central Air, Electric",Dallas,2,1.0,05/05/2022,"$501,000",2,1,2/1,1,1,3,3,0.028,"$501,000"
2913 St Johns  Drive ,Parkview Estates Ph 1,McKinney,3,3,"1,804",1,"Central, Electric",2004,"City Sewer, City Water",-96.716148,33.175832,$865,Annually,Mandatory,"Central Air, Electric",Collin,0,0.0,05/12/2022,"$501,000",2,0,2/0,2,1,3,2,0.14,"$501,000"
559 Kirkwood  Drive ,Lake Highlands Estates,Dallas,5,5,"1,321",0,"Central, Natural Gas",1954,"Asphalt, City Sewer, City Water, Sidewalk",-96.708037,32.851757,,,None,"Central Air, Electric",Dallas,2,0.0,05/16/2022,"$501,150",1,0,1/0,1,1,3,1,0.224,"$501,150"
7813 Woodhaven  Drive ,Kingswood Estates Add,North Richland Hills,3,3,"2,756",1,"Central, Electric, Heat Pump",1998,"City Sewer, City Water, Curbs, Sidewalk, Underground Utilities",-97.212356,32.890164,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/16/2022,"$501,500",2,1,2/1,2,2,4,3,0.248,"$501,500"
4402 Vista Glen  Court ,Meadow Glen,Mansfield,4,4,"3,073",1,"Central, Natural Gas",2008,"Asphalt, Cable Available, City Sewer, City Water, Concrete, Curbs, Underground Utilities",-97.066182,32.575241,$741,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/24/2022,"$502,000",2,1,2/1,2,3,4,3,0.193,"$502,000"
2830 Redbud  Lane ,North Creek Estates Ph 4b,Melissa,3,3,"1,987",0,"Central, Natural Gas",2020,"City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter",-96.553839,33.305373,$167,Quarterly,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,05/02/2022,"$502,830",2,0,2/0,2,1,3,2,0.132,"$502,830"
5036 Norfolk  Drive ,Hunters Glen One,Plano,3,3,"2,282",1,"Central, Electric",1981,"Alley, City Sewer, City Water, Concrete, Curbs, Natural Gas Available",-96.725906,33.055,,,None,Ceiling Fan(s),Collin,2,0.0,04/13/2022,"$503,000",2,0,2/0,1,2,4,2,0.26,"$503,000"
522 Palm Desert  Drive ,Firewheel Estates,Garland,5,5,"2,575",1,Central,1988,"Cable Available, City Sewer, City Water, Curbs, Electricity Available, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Sidewalk",-96.629531,32.960129,$445,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/11/2022,"$503,500",2,0,2/0,2,1,4,2,0.178,"$503,500"
316 Old York  Road ,Beacon Hill Village Ph A Rep,Irving,21,21,"1,941",1,Natural Gas,1993,"City Sewer, City Water, Concrete, Curbs, Sidewalk",-96.949886,32.925458,"$1,140",Annually,Mandatory,Electric,Dallas,2,0.0,05/13/2022,"$504,000",2,1,2/1,1,2,3,3,0.108,"$504,000"
9004 Hampton  Court ,Virginia Hills Add Ph One,McKinney,3,3,"2,420",1,"Central, Natural Gas",2000,"All Weather Road, City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.733414,33.207383,$244,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,05/18/2022,"$504,000",2,1,2/1,2,2,4,3,0.237,"$504,000"
3305 Flagstone  Drive ,Liberty Ph 1,Melissa,7,7,"2,550",1,Central,2004,"City Sewer, City Water, Co-op Electric",-96.559291,33.290692,$350,Seasonal,Mandatory,"Central Air, Electric",Collin,2,0.0,05/02/2022,"$505,000",2,1,2/1,2,2,3,3,0.17,"$505,000"
4204 Eldorado  Drive ,Highlands North Phase III,Plano,5,5,"2,105",1,"Central, Natural Gas",1983,"Alley, City Sewer, City Water, Curbs, Individual Water Meter, Sidewalk",-96.775093,33.021811,,,None,"Ceiling Fan(s), Central Air",Collin,2,0.0,04/19/2022,"$505,000",2,0,2/0,2,2,3,2,0.222,"$505,000"
8136 Slide Rock  Road ,Park Glen Add,Fort Worth,3,3,"2,337",1,"Central, Natural Gas",1996,"All Weather Road, Cable Available, City Sewer, City Water, Concrete, Curbs",-97.277925,32.887676,$66,Annually,Mandatory,"Central Air, Electric",Tarrant,2,0.0,04/28/2022,"$505,000",2,1,2/1,2,2,4,3,0.278,"$505,000"
814 Westwood  Drive ,Richardson Heights 06,Richardson,1,1,"1,758",1,"Central, Natural Gas",1957,"Alley, Cable Available, City Sewer, Concrete, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.748126,32.953992,,,Voluntary,"Central Air, Electric",Dallas,2,0.0,04/26/2022,"$505,000",2,0,2/0,2,3,3,2,0.224,"$505,000"
118 Clipper  Court ,Chandlers Landing #15 Replat-2,Rockwall,5,5,"3,020",1,Electric,1996,"City Sewer, City Water",-96.476339,32.882406,$168,Monthly,Mandatory,Electric,Rockwall,3,0.0,05/19/2022,"$505,000",3,1,3/1,2,2,4,4,0.229,"$505,000"
1534 Melanie  Trail ,Midlothian Meadows V,Midlothian,12,12,"3,196",1,Electric,2006,"City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter",-97.002335,32.467658,$275,Annually,Mandatory,Electric,Ellis,3,3.0,05/19/2022,"$505,000",4,0,4/0,2,2,5,4,0.313,"$505,000"
6947 Kingsbury  Drive ,Merriman Park,Dallas,4,4,"1,856",1,"Central, Natural Gas",1960,"City Sewer, City Water, Curbs, Sidewalk",-96.743122,32.8619,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/19/2022,"$505,000",2,0,2/0,2,2,3,2,0.199,"$505,000"
5600 Posada  Drive ,Panther Heights Add,Fort Worth,4,4,"2,448",1,"Central, Electric",2012,"Asphalt, City Water, Septic",-97.411971,32.593767,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/11/2022,"$505,000",2,2,2/2,2,2,3,4,1.0,"$505,000"
1033 Berry  Street ,Bluewood Ph I,Celina,4,4,"1,840",0,Central,2018,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-96.76863,33.285131,$316,Semi-Annual,Mandatory,Central Air,Collin,2,0.0,05/05/2022,"$505,000",2,0,2/0,1,1,4,2,0.132,"$505,000"
8721 Hanford  Drive ,Northwood Estates,Dallas,1,1,"2,548",1,"Central, Electric",1981,"Alley, Concrete, Curbs",-96.75352,32.90329,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/15/2022,"$505,000",2,0,2/0,2,3,3,2,0.23,"$505,000"
8201 Rock Elm  Road ,Creekwood Add,Fort Worth,6,6,"3,265",1,"Central, Fireplace(s)",2006,"City Sewer, City Water",-97.349539,32.888086,$325,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air, Electric",Tarrant,3,0.0,05/18/2022,"$505,000",2,2,2/2,2,2,4,4,0.18,"$505,000"
4507 Cypress  Drive ,North Creek Estates Ph 6a,Melissa,6,6,"1,895",1,Central,2020,"Cable Available, Community Mailbox, Concrete, Curbs, Electricity Available, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.55609,33.309213,$564,Annually,Mandatory,Central Air,Collin,2,0.0,05/11/2022,"$505,000",2,0,2/0,1,1,3,2,0.14,"$505,000"
18919 Whitewater  Lane ,Northpointe,Dallas,4,4,"1,844",1,"Electric, Fireplace(s), Natural Gas",1984,"Alley, Cable Available, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter",-96.832914,33.008615,,,None,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,05/20/2022,"$505,000",2,0,2/0,2,1,3,2,0.12,"$505,000"
1516 Lodengreen  Court ,Harvestwood Add,Plano,3,3,"1,978",1,"Central, Natural Gas",1990,"Alley, City Sewer, City Water, Sidewalk",-96.721977,33.069025,,,None,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,05/23/2022,"$505,000",2,0,2/0,2,2,3,2,0.2,"$505,000"
9809 Trail Map  Drive ,Chisholm Trail Ranch Sec 1 Ph II,Fort Worth,3,3,"2,936",1,"Central, Fireplace(s), Heat Pump, Natural Gas",2019,"City Sewer, City Water, Concrete, Curbs, Electricity Available, Individual Gas Meter, Natural Gas Available",-97.400885,32.603212,$176,Quarterly,Mandatory,"Attic Fan, Ceiling Fan(s), Central Air, Electric",Tarrant,3,0.0,05/23/2022,"$505,000",2,1,2/1,2,2,4,3,0.221,"$505,000"
2536 Dorrington  Drive ,Claremont 04 Inst,Dallas,6,6,"2,223",1,"Central, Natural Gas",1959,"Cable Available, City Sewer, City Water, Concrete, Curbs",-96.703066,32.801794,,,None,"Central Air, Electric",Dallas,2,0.0,04/28/2022,"$505,005",3,0,3/0,2,3,4,3,0.262,"$505,005"
1707 Rainbow  Drive ,University Estates,Richardson,4,4,"1,877",1,"Central, Electric",1977,"Alley, Asphalt, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.692289,32.941493,,,None,"Central Air, Electric",Dallas,2,0.0,05/20/2022,"$505,110",2,0,2/0,2,2,3,2,0.207,"$505,110"
803 Firestone  Lane ,Canyon Creek Country Club 11,Richardson,3,3,"2,030",1,"Central, Natural Gas",1968,"City Sewer, City Water",-96.73199,32.996574,$40,Annually,Voluntary,"Central Air, Electric",Collin,2,0.0,04/29/2022,"$506,000",2,0,2/0,2,2,4,2,0.26,"$506,000"
356 Rio Bravo  Drive ,Heritage Ranch Add Ph I,Fairview,7,7,"2,032",1,"Central, Fireplace(s), Gas Jets",2004,"All Weather Road, Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Available, Electricity Connected, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Phone Available, Sidewalk, Underground Utilities",-96.588195,33.133305,$691,Quarterly,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,05/10/2022,"$506,000",2,0,2/0,2,1,3,2,0.12,"$506,000"
1505 Quail Meadow  Drive ,Quail Meadow,Wylie,6,6,"3,611",1,"Central, Electric, Fireplace(s)",2002,"Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Available, Individual Water Meter, Sidewalk",-96.567098,33.037627,,,None,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,04/20/2022,"$507,000",3,0,3/0,2,2,5,3,0.21,"$507,000"
2204 Saratoga  Drive ,Liberty Ph 4,Melissa,29,29,"2,187",1,"Central, Electric, Fireplace(s)",2018,"City Sewer, City Water, Co-op Electric, Concrete, Curbs",-96.566002,33.295166,$350,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air",Collin,2,0.0,05/20/2022,"$508,000",2,0,2/0,1,1,3,2,0.146,"$508,000"
11008 Quail Run  Street ,Lakeland Hills 01,Dallas,11,11,"1,530",0,Central,1956,"Alley, City Sewer, City Water, Sidewalk",-96.693579,32.870462,,,None,Central Air,Dallas,2,2.0,05/09/2022,"$508,000",2,0,2/0,1,1,3,2,0.281,"$508,000"
3724 Peachbush  Lane ,Preserve at Honey Creek,McKinney,12,12,"3,357",0,"Central, Natural Gas",2021,"City Sewer, City Water, Concrete, Curbs, Sidewalk",-96.643437,33.278014,$57,Monthly,Mandatory,"Central Air, Electric",Collin,2,0.0,04/15/2022,"$508,499",4,1,4/1,1,3,5,5,0.101,"$508,499"
2413 Newcastle  Circle ,Huntington Park Add,Plano,5,5,"1,994",1,"Central, Natural Gas",1976,"All Weather Road, Alley, Asphalt, Cable Available, City Sewer, City Water, Concrete, Curbs",-96.757946,33.031014,,,None,"Ceiling Fan(s), Central Air, Electric",Collin,4,2.0,05/04/2022,"$509,000",3,0,3/0,2,1,4,3,0.21,"$509,000"
3409 Santana  Lane ,Spring Creek Pkwy Estates West #8,Plano,14,9,"1,830",1,"Central, Natural Gas",1983,"Alley, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-96.759623,33.06521,,,None,"Ceiling Fan(s), Central Air, Electric",Collin,2,2.0,05/16/2022,"$509,000",2,0,2/0,1,2,3,2,0.19,"$509,000"
6013 Allison  Drive ,Horizon Estates,Midlothian,3,3,"2,785",1,"Central, Electric",2022,"City Sewer, Community Mailbox",-96.91569,32.493533,$350,Annually,Mandatory,"Central Air, Electric",Ellis,3,0.0,04/29/2022,"$510,000",3,0,3/0,1,2,4,3,0.328,"$510,000"
